no;i;t;y;x;z;e;outlier
6905;i_0691;t_05;0.4171733;-0.071667345;-1.366399162;-0.337621789;FALSE
6906;i_0691;t_06;1.342836488;0.323862096;-0.400953212;0.542593562;FALSE
6907;i_0691;t_07;-0.542327817;-0.67881635;-0.607685699;0.130527114;FALSE
6908;i_0691;t_08;0.411108041;0.172945438;0.603680402;-0.299505984;FALSE
6909;i_0691;t_09;1.763185182;0.062671348;-0.723779833;1.361895041;FALSE
6910;i_0691;t_10;-0.879954833;-1.397494283;-0.535843907;0.312130931;FALSE
6911;i_0692;t_01;-0.426317519;-0.51021751;-0.229903308;0.311131602;FALSE
6912;i_0692;t_02;-0.313282966;-0.223520627;-0.846197283;-0.285207775;FALSE
6913;i_0692;t_03;-0.3286791;-0.225769585;-0.860187998;-0.738559955;FALSE
6914;i_0692;t_04;-1.962239285;-1.248155064;-0.003067136;-0.602978014;FALSE
6915;i_0692;t_05;1.165379157;0.780913761;0.127503107;-0.242139786;FALSE
6916;i_0692;t_06;0.984854434;1.177738665;-0.344531248;-0.469407809;FALSE
6917;i_0692;t_07;1.632478648;-0.165727706;-0.451869579;1.992102187;TRUE
6918;i_0692;t_08;-0.283772944;-1.185886625;0.313005496;0.564302346;FALSE
6919;i_0692;t_09;1.232730658;0.555955544;0.900151377;0.538013573;FALSE
6920;i_0692;t_10;0.28494439;0.541109738;0.201058862;-0.261716616;FALSE
6921;i_0693;t_01;-1.856956277;-1.03072725;-0.624613059;-0.184588621;FALSE
6922;i_0693;t_02;-0.453906313;-0.182381038;1.082827693;-0.052561917;FALSE
6923;i_0693;t_03;0.400647655;0.332948148;-0.346722893;-0.153542138;FALSE
6924;i_0693;t_04;-1.57801084;-1.271258715;-2.116026963;0.218762878;FALSE
6925;i_0693;t_05;-0.024316231;-0.072163946;0.968291023;-0.164348672;FALSE
6926;i_0693;t_06;-1.534307279;-1.683762345;1.695513852;0.287340283;FALSE
6927;i_0693;t_07;-1.054334252;-0.131167815;0.031277212;-0.314861808;FALSE
6928;i_0693;t_08;-0.67544274;-0.303103324;2.285237659;-0.295741956;FALSE
6929;i_0693;t_09;0.138702458;0.062894311;0.234882518;0.351455402;FALSE
6930;i_0693;t_10;0.477222105;0.73097632;0.403707059;0.155103313;FALSE
6931;i_0694;t_01;-0.059922336;-0.338204591;-1.703616577;0.359044192;FALSE
6932;i_0694;t_02;2.402656399;1.835303224;0.39244265;0.225438064;FALSE
6933;i_0694;t_03;0.292769827;-0.730199815;-1.319264943;0.240849527;FALSE
6934;i_0694;t_04;1.672639502;0.81584017;1.016897243;0.821435864;FALSE
6935;i_0694;t_05;4.437985071;0.168304559;-0.668729228;3.496605656;TRUE
6936;i_0694;t_06;1.223802861;0.509661358;-1.906793447;0.291148251;FALSE
6937;i_0694;t_07;2.799437121;1.676608922;0.980808611;1.170254357;FALSE
6938;i_0694;t_08;-2.178999122;-1.054152809;0.477463988;-1.609127322;TRUE
6939;i_0694;t_09;1.628785507;1.028614224;1.057009812;0.314940068;FALSE
6940;i_0694;t_10;-0.707897166;-1.314076693;-0.121227929;0.454158585;FALSE
6941;i_0695;t_01;-1.285719634;0.411492394;-0.616005424;-0.741381857;FALSE
6942;i_0695;t_02;-2.553047441;-1.513985445;-0.056649139;-0.505908873;FALSE
6943;i_0695;t_03;-1.056197084;-0.851345148;0.073735576;-0.111903817;FALSE
6944;i_0695;t_04;-1.249721428;-0.646677197;1.169319007;0.236660536;FALSE
6945;i_0695;t_05;-1.858555855;-2.084348074;-0.375906206;0.327785597;FALSE
6946;i_0695;t_06;-1.1265353;-0.369956128;0.113735631;-0.30450419;FALSE
6947;i_0695;t_07;-2.310212574;-1.353441804;0.338886861;-0.034276377;FALSE
6948;i_0695;t_08;-3.781724043;-4.043276349;-1.228842849;0.652339531;FALSE
6949;i_0695;t_09;-0.60713824;-0.165794036;-1.5937314;0.148492816;FALSE
6950;i_0695;t_10;-0.264729371;0.66871309;-2.083835572;-0.210395169;FALSE
6951;i_0696;t_01;-2.629807537;-1.192340438;1.545236571;-1.002527148;FALSE
6952;i_0696;t_02;-1.079403024;-0.623850641;-0.373826942;-0.443289479;FALSE
6953;i_0696;t_03;0.604290929;0.17219731;1.498690045;0.004151519;FALSE
6954;i_0696;t_04;-0.259088023;-0.282016834;-0.188952398;0.341743359;FALSE
6955;i_0696;t_05;-0.760631912;-0.421017803;1.645002644;-0.758510951;FALSE
6956;i_0696;t_06;1.330466728;1.23513537;0.870980014;0.02651612;FALSE
6957;i_0696;t_07;2.134163038;1.377219908;0.075064518;1.158547304;FALSE
6958;i_0696;t_08;0.787582333;-0.188259163;0.43431828;0.845738502;FALSE
6959;i_0696;t_09;0.366603794;0.592956808;1.264303116;-0.157406213;FALSE
6960;i_0696;t_10;-0.393404859;-0.273363077;0.685928423;0.082115291;FALSE
6961;i_0697;t_01;-1.183389555;0.143805794;-1.197716602;-0.863742533;FALSE
6962;i_0697;t_02;-1.060168077;-0.637616609;-0.516914847;-0.381775699;FALSE
6963;i_0697;t_03;-0.12278343;-0.923182652;1.422556718;0.400969987;FALSE
6964;i_0697;t_04;1.142803904;1.525332355;-0.986762849;-0.035201037;FALSE
6965;i_0697;t_05;1.948317264;1.241163248;-0.074331601;0.316770039;FALSE
6966;i_0697;t_06;1.617661269;0.540781401;-0.468653749;1.036577496;FALSE
6967;i_0697;t_07;-2.790584901;-2.242445847;-0.816007382;-0.118022015;FALSE
6968;i_0697;t_08;-0.462114951;-0.56477524;-0.030047857;0.00107016;FALSE
6969;i_0697;t_09;-2.472270929;-1.254688787;-1.420927746;-1.120122475;FALSE
6970;i_0697;t_10;1.101401387;0.644182321;-1.011203256;0.687889004;FALSE
6971;i_0698;t_01;-0.712200693;0.578019135;-0.741299128;-0.385445818;FALSE
6972;i_0698;t_02;5.181292717;-0.63030398;0.709156818;6.29369366;TRUE
6973;i_0698;t_03;0.459944578;1.043029223;-0.454277209;-0.541192687;FALSE
6974;i_0698;t_04;0.807799017;0.869311649;1.363422354;0.727135975;FALSE
6975;i_0698;t_05;-0.366087103;-0.918747288;-0.276312928;0.603597402;FALSE
6976;i_0698;t_06;-0.290641787;-0.051929797;0.661831603;0.162306831;FALSE
6977;i_0698;t_07;-1.3984614;-0.060416644;-0.074648023;-0.466606524;FALSE
6978;i_0698;t_08;-1.284686544;-0.512036163;0.857751128;-0.432919316;FALSE
6979;i_0698;t_09;-1.565239005;-0.713611851;-0.057934206;-0.312846294;FALSE
6980;i_0698;t_10;0.482488868;0.396388044;1.374003763;0.758091956;FALSE
6981;i_0699;t_01;1.458947898;1.301628509;0.848675282;0.556320709;FALSE
6982;i_0699;t_02;-0.031141955;0.349241414;0.948534469;-0.404059096;FALSE
6983;i_0699;t_03;1.685438245;0.892773152;2.346760944;0.328784363;FALSE
6984;i_0699;t_04;-0.586645366;-0.938416841;1.115064428;0.634647391;FALSE
6985;i_0699;t_05;-1.242714328;-0.947689771;2.219362257;-0.749860029;TRUE
6986;i_0699;t_06;0.178046584;0.41208215;-1.439641157;-0.338789435;FALSE
6987;i_0699;t_07;-1.084945105;-0.894728217;-1.214308662;0.175448655;FALSE
6988;i_0699;t_08;1.018018429;0.163582748;-0.706449205;0.688394056;FALSE
6989;i_0699;t_09;-0.037447713;-1.056814749;1.203035446;1.052375206;FALSE
6990;i_0699;t_10;-0.43602177;-0.387148475;2.198152206;0.117345147;FALSE
6991;i_0700;t_01;-1.129581015;-1.104197192;0.871087288;0.075123494;FALSE
6992;i_0700;t_02;0.136836107;-0.18082378;1.399130019;-0.004509842;FALSE
6993;i_0700;t_03;0.470176231;-0.588154204;-0.124021717;0.295955702;FALSE
6994;i_0700;t_04;2.240462996;1.071618362;-0.852258758;1.153226548;FALSE
6995;i_0700;t_05;0.769808847;0.406059213;-1.571406709;-0.389579841;FALSE
6996;i_0700;t_06;0.587814097;0.003754298;1.768472226;0.180811928;FALSE
6997;i_0700;t_07;-1.316457932;-0.819888617;0.152885672;-0.429397774;FALSE
6998;i_0700;t_08;0.808170794;0.483284452;-0.34178782;-0.139649286;FALSE
6999;i_0700;t_09;0.568886581;0.376657301;0.02182625;-0.073256553;FALSE
7000;i_0700;t_10;-1.095732987;-0.602861573;1.035792227;-0.625146975;FALSE
7001;i_0701;t_01;0.572978142;1.416341435;0.110004706;-0.177045419;FALSE
7002;i_0701;t_02;-0.06115832;0.557233985;-0.740587318;-0.374751478;FALSE
7003;i_0701;t_03;1.413635672;0.981241313;-0.510655003;0.235830182;FALSE
7004;i_0701;t_04;-0.847454106;-0.586182859;-0.912366024;0.288921223;FALSE
7005;i_0701;t_05;4.797599436;0.939170576;-1.292967991;3.670909941;TRUE
7006;i_0701;t_06;-0.656275104;-0.064701053;0.905111321;-0.429011366;FALSE
7007;i_0701;t_07;-0.821211736;-0.254425207;0.567469249;0.066195567;FALSE
7008;i_0701;t_08;-1.658941491;-0.86695273;1.956452604;-0.690713832;FALSE
7009;i_0701;t_09;-1.564099047;-2.20755681;1.403038683;0.943782486;FALSE
7010;i_0701;t_10;-1.470116696;-0.915434451;-0.251039761;-0.121147249;FALSE
7011;i_0702;t_01;-1.02889181;-0.244963878;-0.71607735;-0.538806261;FALSE
7012;i_0702;t_02;0.542534522;1.076244852;1.312960571;-0.711265706;FALSE
7013;i_0702;t_03;1.778775638;0.320101718;-0.578232931;0.84091354;FALSE
7014;i_0702;t_04;1.120793836;0.128774651;0.884134779;1.121015452;FALSE
7015;i_0702;t_05;0.974536795;0.107807599;0.214414593;0.258014075;FALSE
7016;i_0702;t_06;0.860149585;0.267518313;-1.490617774;0.333997754;FALSE
7017;i_0702;t_07;6.133179583;0.117860802;-0.21901018;6.227104675;TRUE
7018;i_0702;t_08;-0.568915595;-0.922703108;1.216901918;0.033866237;FALSE
7019;i_0702;t_09;2.113982678;1.324148897;2.234202969;0.668962301;FALSE
7020;i_0702;t_10;-0.96542144;-0.333750415;0.50435702;-0.619332233;FALSE
7021;i_0703;t_01;1.061611422;1.51370144;-0.475674064;-0.567514304;FALSE
7022;i_0703;t_02;-0.431017848;-1.271350477;0.603412013;0.302231297;FALSE
7023;i_0703;t_03;1.277580312;-0.581831197;0.454950987;0.881105173;FALSE
7024;i_0703;t_04;-0.67853321;-1.126941949;1.298352733;0.21685905;FALSE
7025;i_0703;t_05;1.112330034;-0.004815682;2.094562901;0.147884638;TRUE
7026;i_0703;t_06;0.224169723;-0.063395182;-0.680316206;-0.331614569;FALSE
7027;i_0703;t_07;0.867120987;0.577965673;0.159042857;0.140395252;FALSE
7028;i_0703;t_08;2.073479748;0.59601439;0.334196048;0.796998128;FALSE
7029;i_0703;t_09;1.023729902;0.093116096;-0.795463752;0.449196369;FALSE
7030;i_0703;t_10;1.40456712;1.472077092;-0.816875043;-0.415717136;FALSE
7031;i_0704;t_01;-0.980905335;0.660833494;0.495429781;-0.67764005;FALSE
7032;i_0704;t_02;-0.494246334;-1.108308855;-1.001699034;1.155484253;FALSE
7033;i_0704;t_03;0.434156039;0.164383504;-1.81658391;0.370989261;FALSE
7034;i_0704;t_04;-0.300004429;0.868405116;-1.271132344;-0.320436172;FALSE
7035;i_0704;t_05;-0.400533124;-0.381963886;0.22789854;0.091692747;FALSE
7036;i_0704;t_06;-1.533119145;-1.128695748;1.520428596;0.055920192;FALSE
7037;i_0704;t_07;0.674681831;1.340946176;-0.112977939;0.264498655;FALSE
7038;i_0704;t_08;-0.64252219;-0.338365584;0.300137377;0.094899226;FALSE
7039;i_0704;t_09;7.906644915;-0.554174419;0.477961415;9.05892496;TRUE
7040;i_0704;t_10;-1.055253685;-0.121123163;1.34624801;-0.202814623;FALSE
7041;i_0705;t_01;-0.534538275;-0.30516339;-0.360738307;0.518228331;FALSE
7042;i_0705;t_02;1.192858867;0.737743675;-0.994529931;0.780041362;FALSE
7043;i_0705;t_03;2.410560068;0.44618409;-1.634588823;1.849097144;FALSE
7044;i_0705;t_04;1.197938191;1.239961393;-0.460949023;0.589454611;FALSE
7045;i_0705;t_05;0.349394118;-0.121436933;-0.714171784;0.364597476;FALSE
7046;i_0705;t_06;4.796075246;0.13438667;0.384937279;4.905536604;TRUE
7047;i_0705;t_07;-2.033164584;-0.539097976;0.799306627;-0.779799169;FALSE
7048;i_0705;t_08;1.6809088;0.631333497;0.839935127;1.232135574;FALSE
7049;i_0705;t_09;-0.992782505;-1.16437298;-0.118473282;0.55320054;FALSE
7050;i_0705;t_10;-0.692520947;-0.011308467;-0.604735082;-0.166392141;FALSE
7051;i_0706;t_01;0.122695803;0.388978505;-2.288054187;0.133421043;FALSE
7052;i_0706;t_02;2.262008941;0.713567498;0.569887561;1.525468141;FALSE
7053;i_0706;t_03;1.390247471;-0.639107138;-0.204777799;1.566176303;TRUE
7054;i_0706;t_04;0.024740591;-0.342514533;0.516296597;0.650833465;FALSE
7055;i_0706;t_05;-13.28848038;-0.503547626;-0.764444596;-13.2390658;TRUE
7056;i_0706;t_06;0.867808816;0.699140314;1.222965682;0.064617059;FALSE
7057;i_0706;t_07;-0.007023342;0.780275381;0.639788627;-0.420930755;FALSE
7058;i_0706;t_08;0.308097006;-0.345184097;0.940664502;0.487941902;FALSE
7059;i_0706;t_09;-0.162158732;-0.613165116;-3.11689584;0.484716978;FALSE
7060;i_0706;t_10;-0.93969485;-0.278623235;1.334791997;-0.494150748;FALSE
7061;i_0707;t_01;-2.07941454;-1.634540456;0.538425586;-0.340321689;FALSE
7062;i_0707;t_02;-1.138478792;-1.56482957;0.101543178;0.108226127;FALSE
7063;i_0707;t_03;-0.596935099;-1.286003694;-0.149318172;-0.069261061;FALSE
7064;i_0707;t_04;1.370434432;1.079779189;1.036072745;0.279082235;FALSE
7065;i_0707;t_05;0.909442437;0.787506217;0.59661692;-0.627348178;FALSE
7066;i_0707;t_06;0.017018648;-0.893144667;2.47069635;0.510960522;FALSE
7067;i_0707;t_07;-3.882042376;0.647863149;-0.943255689;-4.458688907;TRUE
7068;i_0707;t_08;0.428691568;-0.25931062;0.040530193;0.227511637;FALSE
7069;i_0707;t_09;0.920358384;0.408685781;-0.901501477;0.250231847;FALSE
7070;i_0707;t_10;-0.424289929;1.207088581;0.135542753;-1.759608993;TRUE
7071;i_0708;t_01;-0.61084545;0.222714816;-0.681564177;-0.250810083;FALSE
7072;i_0708;t_02;0.719085071;0.796996415;-0.60292689;0.082161791;FALSE
7073;i_0708;t_03;4.517728601;0.781283031;1.601883637;3.456313701;TRUE
7074;i_0708;t_04;0.35021122;1.258295034;-0.521042646;-0.441459036;FALSE
7075;i_0708;t_05;0.79541959;0.964264451;-0.12186894;-0.439931472;FALSE
7076;i_0708;t_06;-1.591837371;1.048413443;0.003459119;-2.561255821;TRUE
7077;i_0708;t_07;-0.783385301;-0.529304006;0.111073134;0.295333109;FALSE
7078;i_0708;t_08;-1.179314499;-0.228969367;-1.612383947;-0.932637895;FALSE
7079;i_0708;t_09;0.024970529;0.699936956;0.712603718;-0.458209396;FALSE
7080;i_0708;t_10;-0.847236911;-0.155773759;-0.192997206;-0.341495848;FALSE
7081;i_0709;t_01;0.55509956;0.811972656;-2.597412846;0.180970883;FALSE
7082;i_0709;t_02;-0.7458336;-0.233190492;-0.03801358;-0.497476175;FALSE
7083;i_0709;t_03;1.487331089;0.67851799;0.922315334;0.383775028;FALSE
7084;i_0709;t_04;-2.774475364;-1.66993472;1.435423389;-0.782822068;FALSE
7085;i_0709;t_05;0.082488849;-0.413277306;1.142430282;0.079773342;FALSE
7086;i_0709;t_06;0.5136416;0.255318794;0.049337541;0.192411598;FALSE
7087;i_0709;t_07;3.483647734;2.304723861;0.559461207;1.583432075;TRUE
7088;i_0709;t_08;-0.883096098;-0.56992937;-1.076259055;-0.440365693;FALSE
7089;i_0709;t_09;1.248846709;0.566498175;-0.867406416;0.754199362;FALSE
7090;i_0709;t_10;1.906600701;1.317618085;-1.727391474;0.794043717;FALSE
7091;i_0710;t_01;-1.867066431;-0.763537545;0.271466684;-0.840223795;FALSE
7092;i_0710;t_02;-2.186101057;-1.55556748;0.334828484;-0.789905534;FALSE
7093;i_0710;t_03;-0.430533129;-0.477759989;0.421736346;-0.5523501;FALSE
7094;i_0710;t_04;-0.863057659;0.544380601;-0.899670473;-1.260258573;FALSE
7095;i_0710;t_05;0.249428036;-0.928493017;-1.309842382;0.58738935;FALSE
7096;i_0710;t_06;-0.482562161;-0.706494967;-0.652178449;-0.016517292;FALSE
7097;i_0710;t_07;0.764686095;0.709500923;0.938398685;0.285154485;FALSE
7098;i_0710;t_08;-0.009848512;-0.015205701;0.028104672;-0.296380667;FALSE
7099;i_0710;t_09;1.657906171;1.232819577;-0.414807417;0.322398533;FALSE
7100;i_0710;t_10;-1.467552782;-1.839764191;-1.048280475;0.402733621;FALSE
7101;i_0711;t_01;0.817730769;0.074985905;0.152320458;1.400268176;FALSE
7102;i_0711;t_02;-0.063897538;0.014662639;0.03774388;0.156286089;FALSE
7103;i_0711;t_03;0.680006247;0.726720711;-0.016252787;-0.252073203;FALSE
7104;i_0711;t_04;0.177398034;1.307006344;1.286531199;-0.588210401;FALSE
7105;i_0711;t_05;0.803770032;0.802647914;-0.081152706;-0.195191363;FALSE
7106;i_0711;t_06;-0.230911106;-0.57778801;0.116899729;0.500645028;FALSE
7107;i_0711;t_07;0.045882237;0.368098982;-1.273587526;0.30197079;FALSE
7108;i_0711;t_08;1.479525343;2.034261109;0.011956809;-0.462255398;FALSE
7109;i_0711;t_09;-0.315526316;-0.466257207;0.258774474;0.442261053;FALSE
7110;i_0711;t_10;-1.892949697;-0.658332192;1.20806422;-0.809877071;FALSE
7111;i_0712;t_01;-0.341012312;0.481196187;-0.801672535;-0.409974487;FALSE
7112;i_0712;t_02;2.328849461;2.415746786;-0.274793967;-0.097340361;FALSE
7113;i_0712;t_03;-1.266156713;-1.878268118;2.645164912;0.161463366;FALSE
7114;i_0712;t_04;-1.651126539;-1.180907024;-0.842752298;-0.174110907;FALSE
7115;i_0712;t_05;-0.301276156;-0.368174486;-0.485208806;-0.374704452;FALSE
7116;i_0712;t_06;-0.421491666;-0.806047806;-0.397534207;0.293034964;FALSE
7117;i_0712;t_07;0.903435567;1.182671503;0.074930275;0.099662299;FALSE
7118;i_0712;t_08;9.772616943;-0.39996595;-0.336335798;10.01977396;TRUE
7119;i_0712;t_09;1.973885441;1.73432028;0.478424877;0.285806022;FALSE
7120;i_0712;t_10;-1.6697226;-1.311512767;-0.533410094;-0.178758699;FALSE
7121;i_0713;t_01;-0.896198845;-0.064771442;0.948006333;-0.775342657;FALSE
7122;i_0713;t_02;1.184052019;-0.111992026;0.229335488;0.929451743;FALSE
7123;i_0713;t_03;2.174382057;1.243621002;-1.287363155;0.12396375;FALSE
7124;i_0713;t_04;-0.455749145;-0.932374325;-0.895369989;0.416584521;FALSE
7125;i_0713;t_05;0.825696797;-0.358989879;-0.035314059;0.38693463;TRUE
7126;i_0713;t_06;1.111230599;0.528530041;-1.132820226;0.135030116;FALSE
7127;i_0713;t_07;-0.720277364;-0.497293383;0.196763927;-0.200235013;FALSE
7128;i_0713;t_08;1.516210813;0.989035512;-0.198527377;0.018217101;FALSE
7129;i_0713;t_09;1.875931222;0.378355901;0.698817616;1.187666916;FALSE
7130;i_0713;t_10;0.748317448;0.517431071;2.119353812;0.054188245;FALSE
7131;i_0714;t_01;-0.739049411;0.083144187;1.630889859;-0.109310304;FALSE
7132;i_0714;t_02;-10.01819366;0.841143682;1.212289895;-10.56913109;TRUE
7133;i_0714;t_03;0.34445537;1.93787254;-0.516567387;-1.743415927;TRUE
7134;i_0714;t_04;-0.581869004;0.161750676;0.33749407;-0.146861791;FALSE
7135;i_0714;t_05;-3.652440629;-0.373604345;1.237374432;-3.419789783;TRUE
7136;i_0714;t_06;-0.216469967;0.009305194;-1.422376016;-0.016647056;FALSE
7137;i_0714;t_07;-0.59175188;0.244431919;0.907252761;-0.156636283;FALSE
7138;i_0714;t_08;-0.485839581;-0.00590729;-0.891558794;-0.332091943;FALSE
7139;i_0714;t_09;0.669551108;1.88147014;-0.231959781;-0.86502889;FALSE
7140;i_0714;t_10;-0.438976595;0.179036918;1.125661325;-0.137913098;FALSE
7141;i_0715;t_01;-0.129217625;0.157005609;-0.788580314;-0.106542603;FALSE
7142;i_0715;t_02;2.392985723;1.972883142;-0.201687013;0.177106164;FALSE
7143;i_0715;t_03;0.744644814;-0.156484434;-1.580383255;0.217927827;FALSE
7144;i_0715;t_04;0.035500461;0.218733382;-0.109787726;-0.119677694;FALSE
7145;i_0715;t_05;0.863177963;0.997256923;1.483776997;-0.808235122;FALSE
7146;i_0715;t_06;0.563595453;0.099528471;-0.778967196;0.139992424;FALSE
7147;i_0715;t_07;-0.593271421;-0.204202835;-0.869990292;-0.242723733;FALSE
7148;i_0715;t_08;-0.551211879;-0.444161143;-0.528178547;-0.492413051;FALSE
7149;i_0715;t_09;-10.98169453;-0.767366779;0.650292347;-10.40064027;TRUE
7150;i_0715;t_10;-0.219341549;1.049387146;-0.610899787;-1.321830943;TRUE
7151;i_0716;t_01;-0.690121384;-1.145904074;-1.321657373;0.449256017;FALSE
7152;i_0716;t_02;1.190134091;0.135651969;-0.144071749;0.625278402;FALSE
7153;i_0716;t_03;0.665823362;-0.306464771;0.047713763;0.102879409;FALSE
7154;i_0716;t_04;-0.823494559;-1.428839015;0.106391033;0.482692379;FALSE
7155;i_0716;t_05;-5.710452297;-0.148672016;0.851243932;-6.422143747;TRUE
7156;i_0716;t_06;-1.102546901;1.0209614;0.827902503;-2.633790163;TRUE
7157;i_0716;t_07;0.361065166;0.400471202;-0.326670795;-0.079268487;FALSE
7158;i_0716;t_08;-0.662277237;-0.769094116;-0.366225606;-0.46475274;FALSE
7159;i_0716;t_09;0.006067074;0.620225569;-0.525533699;-0.986678319;FALSE
7160;i_0716;t_10;0.328290317;0.40449976;-0.065887104;-0.315518995;FALSE
7161;i_0717;t_01;0.203510934;0.103144748;0.981106992;0.360768206;FALSE
7162;i_0717;t_02;0.147682972;0.299768372;0.250565336;-0.314360427;FALSE
7163;i_0717;t_03;-0.215487025;-0.539121737;0.004913918;-0.278845319;FALSE
7164;i_0717;t_04;-10.30230076;-0.697930117;0.232235583;-9.460094024;TRUE
7165;i_0717;t_05;-2.12434381;-1.857988652;1.171888519;-0.859789931;TRUE
7166;i_0717;t_06;-0.991181081;-0.793252349;-0.441677106;-0.4412819;FALSE
7167;i_0717;t_07;0.141009122;0.156457266;1.103966349;0.211618099;FALSE
7168;i_0717;t_08;0.13508908;0.021970072;-0.407052286;-0.191521917;FALSE
7169;i_0717;t_09;0.693609455;0.430286205;0.990467979;0.157732119;FALSE
7170;i_0717;t_10;-0.873408293;-1.352300077;0.171669541;0.506510925;FALSE
7171;i_0718;t_01;-1.416008985;-0.303520145;0.374696929;-0.33620439;FALSE
7172;i_0718;t_02;-0.613545225;0.02306912;0.103452043;-0.283006942;FALSE
7173;i_0718;t_03;-0.730038867;-0.791248853;-1.672591499;-0.025387615;FALSE
7174;i_0718;t_04;-0.449916941;1.049448771;-1.525285934;-0.839206665;FALSE
7175;i_0718;t_05;-1.366293605;-1.263345703;-1.639052615;-0.180500244;FALSE
7176;i_0718;t_06;-0.648677981;0.542227526;-0.140673054;-0.918376245;FALSE
7177;i_0718;t_07;-0.995805321;-0.624318675;0.249162215;0.371462027;FALSE
7178;i_0718;t_08;0.350529947;0.200851398;-1.499555819;0.360920054;FALSE
7179;i_0718;t_09;-0.090228974;1.387228851;0.184982414;-1.067166526;FALSE
7180;i_0718;t_10;0.543278503;0.243517869;-0.635452626;0.843262206;FALSE
7181;i_0719;t_01;-0.05753682;0.02847577;0.369417429;-0.002848791;FALSE
7182;i_0719;t_02;1.500465522;1.792466098;0.044942713;-0.631513823;FALSE
7183;i_0719;t_03;0.718529945;-0.346699995;-1.019823135;0.285511688;FALSE
7184;i_0719;t_04;-0.17915797;-0.34252733;-1.040787927;0.130407756;FALSE
7185;i_0719;t_05;-0.18246704;-0.186406567;-1.030499744;-0.766733467;FALSE
7186;i_0719;t_06;-0.411028805;-0.028278552;0.092075839;-0.803341643;FALSE
7187;i_0719;t_07;0.935837585;0.641987654;-0.786294516;0.343677953;FALSE
7188;i_0719;t_08;-0.28959158;-0.730193882;0.326880948;-0.041276844;FALSE
7189;i_0719;t_09;1.220915311;0.72128578;0.471924462;0.216800179;FALSE
7190;i_0719;t_10;-0.592552454;-0.55276592;-0.520103582;-0.189405614;FALSE
7191;i_0720;t_01;-2.734585578;-2.031189548;0.293345932;-0.589720471;FALSE
7192;i_0720;t_02;-0.625149696;0.028790851;-0.067335907;-0.962942035;TRUE
7193;i_0720;t_03;0.167242789;-0.495298369;-1.961499998;-0.086665334;FALSE
7194;i_0720;t_04;-0.187797018;0.366231229;0.748112486;-0.556478092;FALSE
7195;i_0720;t_05;1.064092577;1.444586706;2.420816073;-1.120655363;FALSE
7196;i_0720;t_06;0.059397858;-0.967725194;-0.21043733;0.637043422;FALSE
7197;i_0720;t_07;-1.170887299;-1.809619848;-0.037574894;0.719072331;FALSE
7198;i_0720;t_08;-0.464603534;-1.533726459;1.36141838;0.617755539;FALSE
7199;i_0720;t_09;-2.778877187;-2.729273844;0.161338265;-0.301920935;FALSE
7200;i_0720;t_10;-2.580424014;-1.957113523;-0.814140455;-0.742417811;FALSE
7201;i_0721;t_01;0.058468461;0.749589732;1.664660931;-0.805206604;FALSE
7202;i_0721;t_02;1.752395472;0.739793826;0.908197051;0.475839265;FALSE
7203;i_0721;t_03;1.45432441;-0.556190203;1.517281085;1.033547229;FALSE
7204;i_0721;t_04;0.381490494;-0.5815689;1.936070957;0.732848657;FALSE
7205;i_0721;t_05;0.816739125;-0.328775913;0.849935284;0.177592912;FALSE
7206;i_0721;t_06;1.325385416;0.955742122;1.204176995;-0.248197228;FALSE
7207;i_0721;t_07;0.469744763;0.52639799;1.009450669;-0.204074337;FALSE
7208;i_0721;t_08;-1.161657333;0.313762026;1.844418721;-2.154547638;TRUE
7209;i_0721;t_09;0.382801838;-0.441009366;0.367707867;0.343732719;FALSE
7210;i_0721;t_10;-0.01700234;-0.461021117;0.739405032;0.097150565;FALSE
7211;i_0722;t_01;1.158572124;-1.431170071;-1.455725474;3.176161287;TRUE
7212;i_0722;t_02;-4.012568496;-3.120551363;0.871358629;-0.728275089;FALSE
7213;i_0722;t_03;2.176059716;0.108412987;1.280905217;1.79118377;TRUE
7214;i_0722;t_04;-0.939573283;-1.690743839;-2.401714623;1.221464244;FALSE
7215;i_0722;t_05;0.868580946;-0.668052602;-0.112805002;1.269215847;FALSE
7216;i_0722;t_06;-0.316025999;-0.092453721;1.570247649;-0.140908374;FALSE
7217;i_0722;t_07;-0.995296584;0.420452061;-0.402139254;-0.862665331;FALSE
7218;i_0722;t_08;-0.868305563;0.322152468;-1.761159258;-1.169081885;FALSE
7219;i_0722;t_09;-0.194579775;-0.501200013;0.563635597;0.527046178;FALSE
7220;i_0722;t_10;-0.778816946;-0.63029267;1.015757823;0.205111938;FALSE
7221;i_0723;t_01;0.01897808;0.802463363;-0.118294965;-0.018772878;FALSE
7222;i_0723;t_02;0.088293288;0.833443489;-1.162725352;-0.403114843;FALSE
7223;i_0723;t_03;-0.656827612;-0.945840997;-0.46649482;0.190843738;FALSE
7224;i_0723;t_04;-3.55400053;-0.940465405;-0.571550278;-1.964948124;TRUE
7225;i_0723;t_05;-0.207820904;-0.089688327;-0.155348037;-0.207256964;FALSE
7226;i_0723;t_06;1.658374551;1.552030335;-0.322431112;0.367301433;FALSE
7227;i_0723;t_07;-0.757949257;0.105767965;1.061011644;-0.132340594;FALSE
7228;i_0723;t_08;-7.445191487;-0.666332382;0.028760931;-6.579189646;TRUE
